"Parent Molecule";"Name";"Synonyms";"Research Codes";"Phase";"Drug Applicants";"USAN Stem";"USAN Year";"USAN Definition";"USAN Stem - Substem";"First Approval";"ATC Codes";"Level 4 ATC Codes";"Level 3 ATC Codes";"Level 2 ATC Codes";"Level 1 ATC Codes";"Indication Class";"Patent";"Drug Type";"Passes Rule of Five";"First In Class";"Chirality";"Prodrug";"Oral";"Parenteral";"Topical";"Black Box";"Availability Type";"Smiles";"Inchi";"Withdrawn Flag";"Orphan"
"CHEMBL2205807";"ABAMETAPIR";"5,5'-DIMETHYL-2,2'-DIPYRIDYL|6,6'-BI-3-PICOLINE|ABAMETAPIR|HA-44|Ha44|Xeglyze";"HA-44|Ha44";"4.0";"Hatchtech Pty Ltd";"";"2014";"";"";"2020";"P03AX07";"P03AX - Other ectoparasiticides, incl. scabicides";"P03A - ECTOPARASITICIDES, INCL. SCABICIDES";"P03 - ECTOPARASITICIDES, INCL. SCABICIDES, INSECTICIDES AND REPELLENTS";"P - ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS";"";"US-7812163-B2";"1:Synthetic Small Molecule";"1";"1";"Achiral Molecule";"0";"0";"0";"1";"0";"Discontinued";"Cc1ccc(-c2ccc(C)cn2)nc1";"InChI=1S/C12H12N2/c1-9-3-5-11(13-7-9)12-6-4-10(2)8-14-12/h3-8H,1-2H3";"False";"0"
"CHEMBL1371770";"PIRIBEDIL";"ET-495|EU-4200|PIRIBEDIL|TRIVASTAL|TRIVASTAL LP";"ET-495|EU-4200";"4.0";"";"'-dil'";"";"vasodilators (undefined group)";"'-dil(-dil)'";"";"N04BC08";"N04BC - Dopamine agonists";"N04B - DOPAMINERGIC AGENTS";"N04 - ANTI-PARKINSON DRUGS";"N - NERVOUS SYSTEM";"";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Unknown";"c1cnc(N2CCN(Cc3ccc4c(c3)OCO4)CC2)nc1";"InChI=1S/C16H18N4O2/c1-4-17-16(18-5-1)20-8-6-19(7-9-20)11-13-2-3-14-15(10-13)22-12-21-14/h1-5,10H,6-9,11-12H2";"False";"0"
"CHEMBL1463345";"CANRENONE";"CANRENONA|CANRENONE|NSC-261713|SC-9376|SPIRONOLACTONE METABOLITE M1|SPIRONOLACTONE RELATED COMPOUND A";"NSC-261713|SC-9376";"4.0";"";"'-renone'";"1967";"aldosterone antagonists (spironolactone type)";"'-renone(-renone)'";"";"C03DA03";"C03DA - Aldosterone antagonists";"C03D - ALDOSTERONE ANTAGONISTS AND OTHER POTASSIUM-SPARING AGENTS";"C03 - DIURETICS";"C - CARDIOVASCULAR SYSTEM";"Aldosterone Antagonist";"None";"1:Synthetic Small Molecule";"1";"0";"Single Stereoisomer";"0";"0";"0";"0";"0";"Withdrawn";"C[C@]12CCC(=O)C=C1C=C[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@@]21CCC(=O)O1";"InChI=1S/C22H28O3/c1-20-9-5-15(23)13-14(20)3-4-16-17(20)6-10-21(2)18(16)7-11-22(21)12-8-19(24)25-22/h3-4,13,16-18H,5-12H2,1-2H3/t16-,17+,18+,20+,21+,22-/m1/s1";"True";"0"
"CHEMBL44657";"ETOPOSIDE";"ETOPOSIDE|ETOPOSIDE RESOLUTION MIXTURE|ETOPOSIDO|ETOPOSIDUM|NSC-141540|SINTOPOZID|TOPOSAR|VEPESID|VP-16-213";"NSC-141540|VP-16-213";"4.0";"Mylan Pharmaceuticals Inc|Dash Pharmaceuticals Llc A Fully Owned Sub Of Natco Pharma Ltd|Teva Pharmaceuticals Usa|Strides Pharma Global Pte Ltd|Teva Parenteral Medicines Inc|Accord Healthcare Inc|Pharmachemie Bv|Watson Laboratories Inc|Hikma Pharmaceuticals Usa Inc|Dash Pharmaceuticals Llc";"";"1978";"";"";"1983";"L01CB01";"L01CB - Podophyllotoxin derivatives";"L01C - PLANT ALKALOIDS AND OTHER NATURAL PRODUCTS";"L01 - ANTINEOPLASTIC AGENTS";"L - ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS";"Antineoplastic";"None";"1:Synthetic Small Molecule";"0";"0";"Single Stereoisomer";"0";"1";"1";"0";"1";"Prescription Only";"COc1cc([C@@H]2c3cc4c(cc3[C@@H](O[C@@H]3O[C@@H]5CO[C@@H](C)O[C@H]5[C@H](O)[C@H]3O)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1O";"InChI=1S/C29H32O13/c1-11-36-9-20-27(40-11)24(31)25(32)29(41-20)42-26-14-7-17-16(38-10-39-17)6-13(14)21(22-15(26)8-37-28(22)33)12-4-18(34-2)23(30)19(5-12)35-3/h4-7,11,15,20-22,24-27,29-32H,8-10H2,1-3H3/t11-,15+,20-,21-,22+,24-,25-,26-,27-,29+/m1/s1";"False";"0"
"CHEMBL28333";"MEDAZEPAM";"MEDAZEPAM|NOBRIUM|PAMNACE";"";"4.0";"";"'-azepam'";"1968";"antianxiety agents (diazepam type)";"'-azepam(-azepam)'";"";"N05BA03";"N05BA - Benzodiazepine derivatives";"N05B - ANXIOLYTICS";"N05 - PSYCHOLEPTICS";"N - NERVOUS SYSTEM";"Tranquilizer (minor)";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Unknown";"CN1CCN=C(c2ccccc2)c2cc(Cl)ccc21";"InChI=1S/C16H15ClN2/c1-19-10-9-18-16(12-5-3-2-4-6-12)14-11-13(17)7-8-15(14)19/h2-8,11H,9-10H2,1H3";"False";"0"
"CHEMBL3184512";"CLINDAMYCIN PHOSPHATE";"CLEOCIN|CLEOCIN PHOSPHATE|CLEOCIN T|CLINDA-DERM|CLINDAGEL|CLINDAMYCIN 2-DIHYDROGEN PHOSPHATE|CLINDAMYCIN PHOSPHATE|CLINDAMYCIN PHOSPHATE SYSTEM SUITABILITY|CLINDESSE|CLINDETS|DALACIN|DALACIN C PHOS|DALACIN T|EVOCLIN|NSC-618653|U 28508|U-28,508|U-28508|XACIATO|ZINDACLIN";"NSC-618653|U 28508|U-28,508|U-28508";"4.0";"Bedford Laboratories Div Ben Venue Laboratories Inc|Igi Laboratories Inc|Teva Parenteral Medicines Inc|Taro Pharmaceutical Industries Ltd|Solopak Laboratories Inc|Actavis Laboratories Ut Inc|Marsam Pharmaceuticals Llc|Pharmacia And Upjohn Co|Xttrium Laboratories Inc|Epic Pharma Llc";"'-mycin'";"1972";"antibiotics (Streptomyces strain)";"'-mycin(-mycin)'";"1972";"";"";"";"";"";"Antibacterial";"US-6899890-B2";"1:Synthetic Small Molecule";"0";"0";"Single Stereoisomer";"1";"0";"1";"1";"1";"Prescription Only";"CCC[C@@H]1C[C@@H](C(=O)N[C@@H]([C@H]2O[C@H](SC)[C@H](OP(=O)(O)O)[C@@H](O)[C@H]2O)[C@H](C)Cl)N(C)C1";"InChI=1S/C18H34ClN2O8PS/c1-5-6-10-7-11(21(3)8-10)17(24)20-12(9(2)19)15-13(22)14(23)16(18(28-15)31-4)29-30(25,26)27/h9-16,18,22-23H,5-8H2,1-4H3,(H,20,24)(H2,25,26,27)/t9-,10+,11-,12+,13+,14-,15+,16+,18+/m0/s1";"False";"0"
"CHEMBL70927";"DEFERIPRONE";"APO-066|APO-66|CP-20|CP20|DEFERIPRON|DEFERIPRONA|DEFERIPRONE|DN-180-01-AF|DN-18001AF|Ferriprox|L-1|L1|NSC-758880|PL-1|PL1";"APO-066|APO-66|CP-20|CP20|DN-180-01-AF|DN-18001AF|L-1|L1|NSC-758880|PL-1|PL1";"4.0";"Chiesi Usa Inc|Hikma Pharmaceuticals Usa Inc|Taro Pharmaceutical Industries Ltd";"";"2008";"";"";"1999";"V03AC02";"V03AC - Iron chelating agents";"V03A - ALL OTHER THERAPEUTIC PRODUCTS";"V03 - ALL OTHER THERAPEUTIC PRODUCTS";"V - VARIOUS";"";"US-8703156-B2";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"1";"0";"0";"1";"Prescription Only";"Cc1c(O)c(=O)ccn1C";"InChI=1S/C7H9NO2/c1-5-7(10)6(9)3-4-8(5)2/h3-4,10H,1-2H3";"False";"0"
"CHEMBL3701238";"FUTIBATINIB";"FGFR-IN-1|FUTIBATINIB|LYTGOBI|TAS 120|TAS-120";"TAS-120";"4.0";"Taiho Oncology Inc";"'-tinib'";"2019";"tyrosine kinase inhibitors";"'-tinib(-tinib)'";"2022";"L01EN04";"L01EN - Fibroblast growth factor receptor (FGFR) tyrosine kinase inhibitors";"L01E - PROTEIN KINASE INHIBITORS";"L01 - ANTINEOPLASTIC AGENTS";"L - ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS";"";"US-9108973-B2";"1:Synthetic Small Molecule";"1";"0";"Single Stereoisomer";"0";"1";"0";"0";"0";"Prescription Only";"C=CC(=O)N1CC[C@H](n2nc(C#Cc3cc(OC)cc(OC)c3)c3c(N)ncnc32)C1";"InChI=1S/C22H22N6O3/c1-4-19(29)27-8-7-15(12-27)28-22-20(21(23)24-13-25-22)18(26-28)6-5-14-9-16(30-2)11-17(10-14)31-3/h4,9-11,13,15H,1,7-8,12H2,2-3H3,(H2,23,24,25)/t15-/m0/s1";"False";"0"
"CHEMBL553";"ERLOTINIB";"CP-358,774|CP-358774|CP-35877401|ERLOTINIB|Erlotinib|OSI-774|R-1415|RG-1415|Ro-508231|TARCEVA";"CP-358,774|CP-358774|CP-35877401|OSI-774|R-1415|RG-1415|Ro-508231";"4.0";"Rising Pharma Holdings Inc|Apotex Inc|Accord Healthcare Inc|Sun Pharmaceutical Industries Ltd|Teva Pharmaceuticals Usa Inc|Natco Pharma Ltd|Alembic Pharmaceuticals Ltd|Msn Laboratories Private Ltd|Zydus Pharmaceuticals Usa Inc|Shilpa Medicare Ltd";"'-tinib'";"2001";"tyrosine kinase inhibitors";"'-tinib(-tinib)'";"2004";"L01EB02";"L01EB - Epidermal growth factor receptor (EGFR) tyrosine kinase inhibitors";"L01E - PROTEIN KINASE INHIBITORS";"L01 - ANTINEOPLASTIC AGENTS";"L - ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS";"";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"1";"0";"0";"0";"Prescription Only";"C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1";"InChI=1S/C22H23N3O4/c1-4-16-6-5-7-17(12-16)25-22-18-13-20(28-10-8-26-2)21(29-11-9-27-3)14-19(18)23-15-24-22/h1,5-7,12-15H,8-11H2,2-3H3,(H,23,24,25)";"False";"0"
"CHEMBL1165";"MOEXIPRIL";"MOEXIPRIL|Moexipril|RS-10085|Uniretic|Univasc";"RS-10085";"4.0";"Glenmark Generics Ltd|Glenmark Pharmaceuticals Ltd|Apotex Inc|Teva Pharmaceuticals Usa Inc|Ucb Inc|Chartwell Rx Sciences Llc|Heritage Pharmaceuticals Inc Dba Avet Pharmaceuticals Inc";"'-pril'";"1995";"antihypertensives (ACE inhibitors)";"'-pril(-pril)'";"1995";"C09AA13";"C09AA - ACE inhibitors, plain";"C09A - ACE INHIBITORS, PLAIN";"C09 - AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM";"C - CARDIOVASCULAR SYSTEM";"Antihypertensive; Enzyme Inhibitor (angiotensin-converting)";"None";"1:Synthetic Small Molecule";"1";"0";"Single Stereoisomer";"1";"1";"0";"0";"1";"Prescription Only";"CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1Cc2cc(OC)c(OC)cc2C[C@H]1C(=O)O";"InChI=1S/C27H34N2O7/c1-5-36-27(33)21(12-11-18-9-7-6-8-10-18)28-17(2)25(30)29-16-20-15-24(35-4)23(34-3)14-19(20)13-22(29)26(31)32/h6-10,14-15,17,21-22,28H,5,11-13,16H2,1-4H3,(H,31,32)/t17-,21-,22-/m0/s1";"False";"0"
"CHEMBL1201147";"OCTOCRYLENE";"NSC-760433|OCTOCRILENE|OCTOCRILENO|OCTOCRYLENE";"NSC-760433";"4.0";"Loreal Usa Products Inc";"";"1979";"";"";"2006";"";"";"";"";"";"Ultraviolet Screen";"None";"1:Synthetic Small Molecule";"0";"0";"Racemic Mixture";"0";"0";"0";"1";"0";"Over the Counter";"CCCCC(CC)COC(=O)C(C#N)=C(c1ccccc1)c1ccccc1";"InChI=1S/C24H27NO2/c1-3-5-12-19(4-2)18-27-24(26)22(17-25)23(20-13-8-6-9-14-20)21-15-10-7-11-16-21/h6-11,13-16,19H,3-5,12,18H2,1-2H3";"False";"0"
"CHEMBL86882";"ETILEFRINE";"APOCRETIN|CARDANAT|CIRCUPON|CORCANFOL|DL-ETILEFRIN|EFFONTIL|EFFORTIL|EFFORTIL DEPOT PERLONGETTEN|EFORTIL|ETHYLEFRINE|ETILEFRIN|ETILEFRIN HYDROCHLORIDE|ETILEFRINA|ETILEFRINE|ETILEFRINE HCL|ETILEFRINE HYDROCHLORIDE|KERTASIN|N-ETHYLNORPHENYLEPHRINE|PHETANOL|PULSAMIN|S-40032|S-40032-7|THOMASIN|UPDORMIN";"S-40032|S-40032-7";"4.0";"";"";"";"";"";"";"C01CA01 | C01CA51";"C01CA - Adrenergic and dopaminergic agents | C01CA - Adrenergic and dopaminergic agents";"C01C - CARDIAC STIMULANTS EXCL. CARDIAC GLYCOSIDES | C01C - CARDIAC STIMULANTS EXCL. CARDIAC GLYCOSIDES";"C01 - CARDIAC THERAPY | C01 - CARDIAC THERAPY";"C - CARDIOVASCULAR SYSTEM | C - CARDIOVASCULAR SYSTEM";"";"None";"1:Synthetic Small Molecule";"1";"0";"Racemic Mixture";"0";"0";"0";"0";"0";"Unknown";"CCNCC(O)c1cccc(O)c1";"InChI=1S/C10H15NO2/c1-2-11-7-10(13)8-4-3-5-9(12)6-8/h3-6,10-13H,2,7H2,1H3";"False";"0"
"CHEMBL1349";"VALACYCLOVIR";"VALACICLOVIR|VALACV|VALACYCLOVIR|VALTREX|Valacyclovir|ZELITREX";"";"4.0";"Mylan Pharmaceuticals Inc|Glaxosmithkline|Yampa Consulting Llc|Teva Pharmaceuticals Usa|Apotex Inc|Yiling Pharmaceutical Ltd|Sun Pharmaceutical Industries Ltd|Watson Laboratories Inc|Hikma Pharmaceuticals Usa Inc|Cipla Ltd";"'-vir'";"1993";"antivirals: antivirals (acyclovir type)";"'-vir(-vir (-cyclovir))'";"1995";"J05AB11";"J05AB - Nucleosides and nucleotides excl. reverse transcriptase inhibitors";"J05A - DIRECT ACTING ANTIVIRALS";"J05 - ANTIVIRALS FOR SYSTEMIC USE";"J - ANTIINFECTIVES FOR SYSTEMIC USE";"Antiviral";"None";"1:Synthetic Small Molecule";"1";"0";"Single Stereoisomer";"1";"1";"0";"0";"0";"Prescription Only";"CC(C)[C@H](N)C(=O)OCCOCn1cnc2c(=O)nc(N)[nH]c21";"InChI=1S/C13H20N6O4/c1-7(2)8(14)12(21)23-4-3-22-6-19-5-16-9-10(19)17-13(15)18-11(9)20/h5,7-8H,3-4,6,14H2,1-2H3,(H3,15,17,18,20)/t8-/m0/s1";"False";"0"
"CHEMBL249856";"ENOXIMONE";"ENOXIMONA|ENOXIMONE|MDL 17,043|MDL-17043|PERFAN";"MDL 17,043|MDL-17043";"4.0";"";"";"1986";"";"";"";"C01CE03";"C01CE - Phosphodiesterase inhibitors";"C01C - CARDIAC STIMULANTS EXCL. CARDIAC GLYCOSIDES";"C01 - CARDIAC THERAPY";"C - CARDIOVASCULAR SYSTEM";"Cardiotonic";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Unknown";"CSc1ccc(C(=O)c2[nH]c(=O)[nH]c2C)cc1";"InChI=1S/C12H12N2O2S/c1-7-10(14-12(16)13-7)11(15)8-3-5-9(17-2)6-4-8/h3-6H,1-2H3,(H2,13,14,16)";"False";"0"
"CHEMBL1200810";"DOXERCALCIFEROL";"1-.ALPHA.-HYDROXYERGOCALCIFEROL|1-ALPHA-HYDROXYERGOCALCIFEROL|1-HYDROXYERGOCALCIFEROL|1.ALPHA.-HYDROXYERGOCALCIFEROL|1.ALPHA.-HYDROXYVITAMIN D2|DOXERCALCIFEROL|GZ427397|HECTOROL|TSA-840";"GZ427397|TSA-840";"4.0";"Avet Pharmaceuticals Inc|Meitheal Pharmaceuticals Inc|Amneal Eu Ltd|Rising Pharma Holdings Inc|Hospira Inc|Sun Pharmaceutical Industries Ltd|Hikma Pharmaceuticals Usa Inc|Sanofi Genzyme|Lupin Ltd|Akorn Operating Co Llc";"'-calci-'";"";"vitamin D analogs";"'-calci-(-calci-)'";"1999";"H05BX03";"H05BX - Other anti-parathyroid agents";"H05B - ANTI-PARATHYROID AGENTS";"H05 - CALCIUM HOMEOSTASIS";"H - SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS";"";"None";"1:Synthetic Small Molecule";"0";"0";"Single Stereoisomer";"1";"1";"1";"0";"0";"Prescription Only";"C=C1/C(=C\C=C2/CCC[C@]3(C)[C@@H]([C@H](C)/C=C/[C@H](C)C(C)C)CC[C@@H]23)C[C@@H](O)C[C@@H]1O";"InChI=1S/C28H44O2/c1-18(2)19(3)9-10-20(4)25-13-14-26-22(8-7-15-28(25,26)6)11-12-23-16-24(29)17-27(30)21(23)5/h9-12,18-20,24-27,29-30H,5,7-8,13-17H2,1-4,6H3/b10-9+,22-11+,23-12-/t19-,20+,24+,25+,26-,27-,28+/m0/s1";"False";"0"
"CHEMBL40";"PHENOBARBITAL";"FENOBARBITAL|LUMINAL|NSC-128143|NSC-128143-|NSC-9848|Noptil|PHENEMAL|PHENOBARBITAL|PHENOBARBITAL CIV|PHENYLETHYLMALONYLUREA|Phenobarbital|Phenobarbitone|Solfoton";"NSC-128143|NSC-128143-|NSC-9848";"4.0";"Sun Pharmaceutical Industries Inc";"'-barb-'";"";"barbituric acid derivatives";"'-barb-(-barb-)'";"2022";"N03AA02";"N03AA - Barbiturates and derivatives";"N03A - ANTIEPILEPTICS";"N03 - ANTIEPILEPTICS";"N - NERVOUS SYSTEM";"Anticonvulsant; Sedative-Hypnotic,Sedative-Hypnotic; Anticonvulsant";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"0";"1";"0";"1";"Prescription Only";"CCC1(c2ccccc2)C(=O)NC(=O)NC1=O";"InChI=1S/C12H12N2O3/c1-2-12(8-6-4-3-5-7-8)9(15)13-11(17)14-10(12)16/h3-7H,2H2,1H3,(H2,13,14,15,16,17)";"False";"0"
"CHEMBL1697733";"ACETYLCARNITINE";"ACETYL CARNITINE HCL|ACETYL-L-CARNITINE|ACETYLCARNITINE|ACETYLCARNITINE HYDROCHLORIDE, L-|Acetyl-L-Carnitine|BRANIGEN|LEVACECARNINE HYDROCHLORIDE|NICETILE|NORMOBREN|NSC-747431|ORISTAR ACH|ST-200|ZIBREN";"NSC-747431|ST-200";"4.0";"";"";"";"";"";"";"N06BX12";"N06BX - Other psychostimulants and nootropics";"N06B - PSYCHOSTIMULANTS, AGENTS USED FOR ADHD AND NOOTROPICS";"N06 - PSYCHOANALEPTICS";"N - NERVOUS SYSTEM";"";"None";"1:Synthetic Small Molecule";"1";"0";"Single Stereoisomer";"0";"0";"0";"0";"0";"Unknown";"CC(=O)O[C@H](CC(=O)[O-])C[N+](C)(C)C";"InChI=1S/C9H17NO4/c1-7(11)14-8(5-9(12)13)6-10(2,3)4/h8H,5-6H2,1-4H3/t8-/m1/s1";"False";"0"
"CHEMBL443052";"TAVABOROLE";"AN-2690|AN2690|KERYDIN|TAVABOROL|TAVABOROLE";"AN-2690|AN2690";"4.0";"Anacor Pharmaceuticals Inc|Amneal Pharmaceuticals Llc|Zydus Lifesciences Ltd|Taro Pharmaceuticals Inc|Lupin Ltd|Encube Ethicals Private Ltd|Alembic Pharmaceuticals Ltd|Padagis Us Llc|Chartwell Rx Sciences Llc|Cipla Ltd";"'-borole'";"2011";"boroles, boron compounds";"'-borole(-borole)'";"2014";"D01AE24";"D01AE - Other antifungals for topical use";"D01A - ANTIFUNGALS FOR TOPICAL USE";"D01 - ANTIFUNGALS FOR DERMATOLOGICAL USE";"D - DERMATOLOGICALS";"";"None";"1:Synthetic Small Molecule";"0";"1";"Achiral Molecule";"0";"0";"0";"1";"0";"Prescription Only";"OB1OCc2cc(F)ccc21";"InChI=1S/C7H6BFO2/c9-6-1-2-7-5(3-6)4-11-8(7)10/h1-3,10H,4H2";"False";"0"
"CHEMBL2403108";"CERITINIB";"CERITINIB|CERITINIB[MI]|LDK-378|LDK378|NVP-LDK-378-NX|NVP-LDK378-NX|Zykadia";"LDK-378|LDK378|NVP-LDK-378-NX|NVP-LDK378-NX";"4.0";"Novartis Pharmaceuticals Corp";"'-tinib'";"2013";"tyrosine kinase inhibitors";"'-tinib(-tinib)'";"2014";"L01ED02";"L01ED - Anaplastic lymphoma kinase (ALK) inhibitors";"L01E - PROTEIN KINASE INHIBITORS";"L01 - ANTINEOPLASTIC AGENTS";"L - ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS";"";"US-7893074-B2";"1:Synthetic Small Molecule";"0";"0";"Achiral Molecule";"0";"1";"0";"0";"0";"Prescription Only";"Cc1cc(Nc2ncc(Cl)c(Nc3ccccc3S(=O)(=O)C(C)C)n2)c(OC(C)C)cc1C1CCNCC1";"InChI=1S/C28H36ClN5O3S/c1-17(2)37-25-15-21(20-10-12-30-13-11-20)19(5)14-24(25)33-28-31-16-22(29)27(34-28)32-23-8-6-7-9-26(23)38(35,36)18(3)4/h6-9,14-18,20,30H,10-13H2,1-5H3,(H2,31,32,33,34)";"False";"0"
"CHEMBL198362";"RIVAROXABAN";"BAY 59-7939|BAY-59-7939|JNJ-39039039|JNJ39039039|RIVAROXABAN|Xarelto";"BAY 59-7939|BAY-59-7939|JNJ-39039039|JNJ39039039";"4.0";"Janssen Pharmaceuticals Inc";"'-xaban'";"2006";"antithrombotics, blood coagulation factor XA inhibitors";"'-xaban(-xaban)'";"2008";"B01AF01";"B01AF - Direct factor Xa inhibitors";"B01A - ANTITHROMBOTIC AGENTS";"B01 - ANTITHROMBOTIC AGENTS";"B - BLOOD AND BLOOD FORMING ORGANS";"";"US-7157456-B2";"1:Synthetic Small Molecule";"1";"1";"Single Stereoisomer";"0";"1";"0";"0";"1";"Prescription Only";"O=C(NC[C@H]1CN(c2ccc(N3CCOCC3=O)cc2)C(=O)O1)c1ccc(Cl)s1";"InChI=1S/C19H18ClN3O5S/c20-16-6-5-15(29-16)18(25)21-9-14-10-23(19(26)28-14)13-3-1-12(2-4-13)22-7-8-27-11-17(22)24/h1-6,14H,7-11H2,(H,21,25)/t14-/m0/s1";"False";"0"
"CHEMBL514800";"APREMILAST";"APREMILAST|CC-10004|CC10004|Otezla";"CC-10004|CC10004";"4.0";"Dr Reddys Laboratories Ltd|Unichem Laboratories Ltd|Annora Pharma Private Ltd|Amneal Eu Ltd|Alkem Laboratories Ltd|Teva Pharmaceuticals Usa Inc|Aurobindo Pharma Ltd|Amgen Inc|Zydus Pharmaceuticals Usa Inc|Shilpa Medicare Ltd";"'-ast'";"2005";"antiasthmatics/antiallergics (not acting primarily as antihistamines): type IV phosphodiesterase";"'-ast(-ast (-milast))'";"2014";"L04AA32";"L04AA - Selective immunosuppressants";"L04A - IMMUNOSUPPRESSANTS";"L04 - IMMUNOSUPPRESSANTS";"L - ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS";"";"US-6962940-B2";"1:Synthetic Small Molecule";"1";"1";"Single Stereoisomer";"0";"1";"0";"0";"0";"Prescription Only";"CCOc1cc([C@@H](CS(C)(=O)=O)N2C(=O)c3cccc(NC(C)=O)c3C2=O)ccc1OC";"InChI=1S/C22H24N2O7S/c1-5-31-19-11-14(9-10-18(19)30-3)17(12-32(4,28)29)24-21(26)15-7-6-8-16(23-13(2)25)20(15)22(24)27/h6-11,17H,5,12H2,1-4H3,(H,23,25)/t17-/m1/s1";"False";"0"
"CHEMBL1160819";"AMMONIA SOLUTION, STRONG";"AMMONIA|AMMONIA GAS|AMMONIA SOLUTION|AMMONIA SOLUTION, STRONG|AMMONIA SPIRIT, AROMATIC|AMMONIA WATER|AMMONIA,AROMATIC|AMMONIA-SOLUTION|AMMONIUM CAUSTICUM|AMMONIUM HYDROXIDE|AMMONIUM WATER|AQUA AMMONIA|AQUEOUS AMMONIA|Ammonia|E-527|INS NO.527|INS-527|NITRO-SIL|R 717 (AMMONIA)|REFRIGERENT R717|SPIRIT OF HARTSHORN|STRONG AMMONIA SOLUTION|STRONG-AMMONIA SOLUTION";"E-527|INS NO.527|INS-527";"4.0";"Mips Cyclotron And Radiochemistry Facility|Precision Nuclear Llc|Ncm Usa Bronx Llc|Univ Texas Southwestern Medctr|Ucla Biomedical Cyclotron|Nukemed Inc Dba Spectronrx|The General Hospital Corp|Kreitchman Pet Center|Ionetix Corp|Sofie Co Dba Sofie";"";"1990";"";"";"2007";"";"";"";"";"";"Pharmaceutic Aid (solvent and source of ammonia),Radioactive Agent; Diagnostic Aid (cardiac imaging); Diagnostic Aid (liver imaging)";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"0";"1";"0";"0";"Prescription Only";"N";"InChI=1S/H3N/h1H3";"False";"0"
"CHEMBL251940";"PERICIAZINE";"NEULACTIL|NSC-758641|PERICIAZINA|PERICIAZINE|PERICYAZINE|PROPERICIAZINE|RP 8909|RP-8909|SKF 20716|SKF-20716";"NSC-758641|RP 8909|RP-8909|SKF 20716|SKF-20716";"4.0";"";"";"";"";"";"";"N05AC01";"N05AC - Phenothiazines with piperidine structure";"N05A - ANTIPSYCHOTICS";"N05 - PSYCHOLEPTICS";"N - NERVOUS SYSTEM";"";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Unknown";"N#Cc1ccc2c(c1)N(CCCN1CCC(O)CC1)c1ccccc1S2";"InChI=1S/C21H23N3OS/c22-15-16-6-7-21-19(14-16)24(18-4-1-2-5-20(18)26-21)11-3-10-23-12-8-17(25)9-13-23/h1-2,4-7,14,17,25H,3,8-13H2";"False";"0"
"CHEMBL1189679";"PALONOSETRON";"(-)-PALONOSETRON|Aurothioglucose|NSC-743769|PALONOSETRON|PALONOSETRON, (3AS, 3S)-";"NSC-743769";"4.0";"Helsinn Healthcare Sa|Nanjing King-Friend Biochemical Pharmaceutical Co Ltd|Teva Pharmaceuticals Usa|Dr Reddys Laboratories Ltd|Sagent Pharmaceuticals Inc|Hospira Inc|Qilu Pharmaceutical Hainan Co Ltd|Novast Laboratories Inc|Accord Healthcare Inc|Cipla Ltd";"'-setron'";"1995";"serotonin 5-HT3 receptor antagonists";"'-setron(-setron)'";"2003";"A04AA55 | A04AA05";"A04AA - Serotonin (5HT3) antagonists | A04AA - Serotonin (5HT3) antagonists";"A04A - ANTIEMETICS AND ANTINAUSEANTS | A04A - ANTIEMETICS AND ANTINAUSEANTS";"A04 - ANTIEMETICS AND ANTINAUSEANTS | A04 - ANTIEMETICS AND ANTINAUSEANTS";"A - ALIMENTARY TRACT AND METABOLISM | A - ALIMENTARY TRACT AND METABOLISM";"Antinauseant; Anti-Emetic";"US-6297375-B1";"1:Synthetic Small Molecule";"1";"0";"Single Stereoisomer";"0";"1";"1";"0";"0";"Prescription Only";"O=C1c2cccc3c2[C@H](CCC3)CN1[C@@H]1CN2CCC1CC2";"InChI=1S/C19H24N2O/c22-19-16-6-2-4-14-3-1-5-15(18(14)16)11-21(19)17-12-20-9-7-13(17)8-10-20/h2,4,6,13,15,17H,1,3,5,7-12H2/t15-,17-/m1/s1";"False";"0"
